"symbol","owning_fixture","applicability","contract_category","comparison_baseline","comparison_record","owning_validation","decision","rationale"
"simdlib_type_matrix_mask_all_i64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated scalar-result mask_all cell for i64 protects that public Register specialization."
"simdlib_type_matrix_mask_all_i8","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated scalar-result mask_all cell for i8 protects that public Register specialization."
"simdlib_type_matrix_mask_all_u16","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated scalar-result mask_all cell for u16 protects that public Register specialization."
"simdlib_type_matrix_mask_all_u32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated scalar-result mask_all cell for u32 protects that public Register specialization."
"simdlib_type_matrix_mask_all_u64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated scalar-result mask_all cell for u64 protects that public Register specialization."
"simdlib_type_matrix_mask_all_u8","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated scalar-result mask_all cell for u8 protects that public Register specialization."
"simdlib_type_matrix_mask_and_f32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated mask_and cell for f32 protects that public Register specialization."
"simdlib_type_matrix_mask_and_f64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated mask_and cell for f64 protects that public Register specialization."
"simdlib_type_matrix_mask_and_i16","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated mask_and cell for i16 protects that public Register specialization."
"simdlib_type_matrix_mask_and_i32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated mask_and cell for i32 protects that public Register specialization."
"simdlib_type_matrix_mask_and_i64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated mask_and cell for i64 protects that public Register specialization."
"simdlib_type_matrix_mask_and_i8","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated mask_and cell for i8 protects that public Register specialization."
"simdlib_type_matrix_mask_and_u16","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated mask_and cell for u16 protects that public Register specialization."
"simdlib_type_matrix_mask_and_u32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated mask_and cell for u32 protects that public Register specialization."
"simdlib_type_matrix_mask_and_u64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated mask_and cell for u64 protects that public Register specialization."
"simdlib_type_matrix_mask_and_u8","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated mask_and cell for u8 protects that public Register specialization."
"simdlib_type_matrix_mask_any_f32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated scalar-result mask_any cell for f32 protects that public Register specialization."
"simdlib_type_matrix_mask_any_f64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated scalar-result mask_any cell for f64 protects that public Register specialization."
"simdlib_type_matrix_mask_any_i16","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated scalar-result mask_any cell for i16 protects that public Register specialization."
"simdlib_type_matrix_mask_any_i32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated scalar-result mask_any cell for i32 protects that public Register specialization."
"simdlib_type_matrix_mask_any_i64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated scalar-result mask_any cell for i64 protects that public Register specialization."
"simdlib_type_matrix_mask_any_i8","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated scalar-result mask_any cell for i8 protects that public Register specialization."
"simdlib_type_matrix_mask_any_u16","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated scalar-result mask_any cell for u16 protects that public Register specialization."
"simdlib_type_matrix_mask_any_u32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated scalar-result mask_any cell for u32 protects that public Register specialization."
"simdlib_type_matrix_mask_any_u64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated scalar-result mask_any cell for u64 protects that public Register specialization."
"simdlib_type_matrix_mask_any_u8","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated scalar-result mask_any cell for u8 protects that public Register specialization."
"simdlib_type_matrix_mask_bits_f32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated scalar-result mask_bits cell for f32 protects that public Register specialization."
"simdlib_type_matrix_mask_bits_f64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated scalar-result mask_bits cell for f64 protects that public Register specialization."
"simdlib_type_matrix_mask_bits_i16","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated scalar-result mask_bits cell for i16 protects that public Register specialization."
"simdlib_type_matrix_mask_bits_i32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated scalar-result mask_bits cell for i32 protects that public Register specialization."
"simdlib_type_matrix_mask_bits_i64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated scalar-result mask_bits cell for i64 protects that public Register specialization."
"simdlib_type_matrix_mask_bits_i8","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated scalar-result mask_bits cell for i8 protects that public Register specialization."
"simdlib_type_matrix_mask_bits_u16","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated scalar-result mask_bits cell for u16 protects that public Register specialization."
"simdlib_type_matrix_mask_bits_u32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated scalar-result mask_bits cell for u32 protects that public Register specialization."
"simdlib_type_matrix_mask_bits_u64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated scalar-result mask_bits cell for u64 protects that public Register specialization."
"simdlib_type_matrix_mask_bits_u8","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated scalar-result mask_bits cell for u8 protects that public Register specialization."
"simdlib_type_matrix_mask_none_f32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated scalar-result mask_none cell for f32 protects that public Register specialization."
"simdlib_type_matrix_mask_none_f64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated scalar-result mask_none cell for f64 protects that public Register specialization."
"simdlib_type_matrix_mask_none_i16","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated scalar-result mask_none cell for i16 protects that public Register specialization."
"simdlib_type_matrix_mask_none_i32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated scalar-result mask_none cell for i32 protects that public Register specialization."
"simdlib_type_matrix_mask_none_i64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated scalar-result mask_none cell for i64 protects that public Register specialization."
"simdlib_type_matrix_mask_none_i8","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated scalar-result mask_none cell for i8 protects that public Register specialization."
"simdlib_type_matrix_mask_none_u16","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated scalar-result mask_none cell for u16 protects that public Register specialization."
"simdlib_type_matrix_mask_none_u32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated scalar-result mask_none cell for u32 protects that public Register specialization."
"simdlib_type_matrix_mask_none_u64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated scalar-result mask_none cell for u64 protects that public Register specialization."
"simdlib_type_matrix_mask_none_u8","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated scalar-result mask_none cell for u8 protects that public Register specialization."
"simdlib_type_matrix_mask_not_f32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated mask_not cell for f32 protects that public Register specialization."
"simdlib_type_matrix_mask_not_f64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated mask_not cell for f64 protects that public Register specialization."
"simdlib_type_matrix_mask_not_i16","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated mask_not cell for i16 protects that public Register specialization."
"simdlib_type_matrix_mask_not_i32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated mask_not cell for i32 protects that public Register specialization."
"simdlib_type_matrix_mask_not_i64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated mask_not cell for i64 protects that public Register specialization."
"simdlib_type_matrix_mask_not_i8","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated mask_not cell for i8 protects that public Register specialization."
"simdlib_type_matrix_mask_not_u16","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated mask_not cell for u16 protects that public Register specialization."
"simdlib_type_matrix_mask_not_u32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated mask_not cell for u32 protects that public Register specialization."
"simdlib_type_matrix_mask_not_u64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated mask_not cell for u64 protects that public Register specialization."
"simdlib_type_matrix_mask_not_u8","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated mask_not cell for u8 protects that public Register specialization."
"simdlib_type_matrix_mask_or_f32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated mask_or cell for f32 protects that public Register specialization."
"simdlib_type_matrix_mask_or_f64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated mask_or cell for f64 protects that public Register specialization."
"simdlib_type_matrix_mask_or_i16","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated mask_or cell for i16 protects that public Register specialization."
"simdlib_type_matrix_mask_or_i32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated mask_or cell for i32 protects that public Register specialization."
"simdlib_type_matrix_mask_or_i64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated mask_or cell for i64 protects that public Register specialization."
"simdlib_type_matrix_mask_or_i8","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated mask_or cell for i8 protects that public Register specialization."
"simdlib_type_matrix_mask_or_u16","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated mask_or cell for u16 protects that public Register specialization."
"simdlib_type_matrix_mask_or_u32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated mask_or cell for u32 protects that public Register specialization."
"simdlib_type_matrix_mask_or_u64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated mask_or cell for u64 protects that public Register specialization."
"simdlib_type_matrix_mask_or_u8","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated mask_or cell for u8 protects that public Register specialization."
"simdlib_type_matrix_mask_xor_f32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated mask_xor cell for f32 protects that public Register specialization."
"simdlib_type_matrix_mask_xor_f64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated mask_xor cell for f64 protects that public Register specialization."
